performance_id,piece_id,source,split,midi_perfm,annot_file,feature_file,performance_MIDI_external
S_424,92,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Lee02.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Lee02_annotations.txt,PM2S_workspace\S_424.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Lee02.mid
S_425,92,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Nedayvoda01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Nedayvoda01_annotations.txt,PM2S_workspace\S_425.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Nedayvoda01.mid
S_426,92,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Richardson02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Richardson02M_annotations.txt,PM2S_workspace\S_426.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Richardson02M.mid
S_427,92,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Rizikov02.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Rizikov02_annotations.txt,PM2S_workspace\S_427.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Rizikov02.mid
S_428,92,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Song01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/Song01_annotations.txt,PM2S_workspace\S_428.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/Song01.mid
S_429,92,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/TuanS02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/TuanS02M_annotations.txt,PM2S_workspace\S_429.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/TuanS02M.mid
S_430,92,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/WangH03M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-1_no_repeat/WangH03M_annotations.txt,PM2S_workspace\S_430.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-1_no_repeat/WangH03M.mid
S_431,93,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-2/KaszoS10.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-2/KaszoS10_annotations.txt,PM2S_workspace\S_431.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-2/KaszoS10.mid
S_432,93,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-2/USHIKI05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-2/USHIKI05M_annotations.txt,PM2S_workspace\S_432.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-2/USHIKI05M.mid
S_433,94,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-3/KaszoS11M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-3/KaszoS11M_annotations.txt,PM2S_workspace\S_433.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-3/KaszoS11M.mid
S_434,94,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/17-3/USHIKI05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/17-3/USHIKI05M_annotations.txt,PM2S_workspace\S_434.pkl,{ASAP}/Beethoven/Piano_Sonatas/17-3/USHIKI05M.mid
S_435,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Avdeeva01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Avdeeva01_annotations.txt,PM2S_workspace\S_435.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/Avdeeva01.mid
S_436,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/ChenGuang03M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/ChenGuang03M_annotations.txt,PM2S_workspace\S_436.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/ChenGuang03M.mid
S_437,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/KOLESO06M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/KOLESO06M_annotations.txt,PM2S_workspace\S_437.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/KOLESO06M.mid
S_438,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/LeungR02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/LeungR02M_annotations.txt,PM2S_workspace\S_438.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/LeungR02M.mid
S_439,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Levitsky01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Levitsky01_annotations.txt,PM2S_workspace\S_439.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/Levitsky01.mid
S_440,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Levitsky05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Levitsky05M_annotations.txt,PM2S_workspace\S_440.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/Levitsky05M.mid
S_441,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Smirnov01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/Smirnov01_annotations.txt,PM2S_workspace\S_441.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/Smirnov01.mid
S_442,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/ZhangH01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/ZhangH01_annotations.txt,PM2S_workspace\S_442.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/ZhangH01.mid
S_443,95,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/ZhangH05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-1/ZhangH05M_annotations.txt,PM2S_workspace\S_443.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-1/ZhangH05M.mid
S_444,96,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-2/ChenGuang04.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-2/ChenGuang04_annotations.txt,PM2S_workspace\S_444.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-2/ChenGuang04.mid
S_445,96,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-2/Schmitt01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-2/Schmitt01_annotations.txt,PM2S_workspace\S_445.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-2/Schmitt01.mid
S_446,96,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-2_no_repeat/KOLESO06.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-2_no_repeat/KOLESO06_annotations.txt,PM2S_workspace\S_446.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-2_no_repeat/KOLESO06.mid
S_447,96,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-2_no_repeat/Schmitt01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-2_no_repeat/Schmitt01_annotations.txt,PM2S_workspace\S_447.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-2_no_repeat/Schmitt01.mid
S_448,97,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-3/ChenGuang05.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-3/ChenGuang05_annotations.txt,PM2S_workspace\S_448.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-3/ChenGuang05.mid
S_449,97,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-3/KOLESO06.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-3/KOLESO06_annotations.txt,PM2S_workspace\S_449.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-3/KOLESO06.mid
S_450,98,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-4/ChenGuang06M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-4/ChenGuang06M_annotations.txt,PM2S_workspace\S_450.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-4/ChenGuang06M.mid
S_451,98,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/18-4/KOLESO06M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/18-4/KOLESO06M_annotations.txt,PM2S_workspace\S_451.pkl,{ASAP}/Beethoven/Piano_Sonatas/18-4/KOLESO06M.mid
S_452,99,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/2-1/Kochetkova01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/2-1/Kochetkova01_annotations.txt,PM2S_workspace\S_452.pkl,{ASAP}/Beethoven/Piano_Sonatas/2-1/Kochetkova01.mid
S_453,99,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/2-1/OUSSET01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/2-1/OUSSET01_annotations.txt,PM2S_workspace\S_453.pkl,{ASAP}/Beethoven/Piano_Sonatas/2-1/OUSSET01.mid
S_454,99,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/2-1/Yang02.mid,../../asap-dataset/Beethoven/Piano_Sonatas/2-1/Yang02_annotations.txt,PM2S_workspace\S_454.pkl,{ASAP}/Beethoven/Piano_Sonatas/2-1/Yang02.mid
S_455,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/HAGINO02.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/HAGINO02_annotations.txt,PM2S_workspace\S_455.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1/HAGINO02.mid
S_456,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/KaiRuiR02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/KaiRuiR02M_annotations.txt,PM2S_workspace\S_456.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1/KaiRuiR02M.mid
S_457,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/Sekino05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/Sekino05M_annotations.txt,PM2S_workspace\S_457.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1/Sekino05M.mid
S_458,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/YOO05.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1/YOO05_annotations.txt,PM2S_workspace\S_458.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1/YOO05.mid
S_459,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Dulu01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Dulu01_annotations.txt,PM2S_workspace\S_459.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Dulu01.mid
S_460,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/GonzalezJ06M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/GonzalezJ06M_annotations.txt,PM2S_workspace\S_460.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/GonzalezJ06M.mid
S_461,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/KimSY02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/KimSY02M_annotations.txt,PM2S_workspace\S_461.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/KimSY02M.mid
S_462,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Lariviere01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Lariviere01_annotations.txt,PM2S_workspace\S_462.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Lariviere01.mid
S_463,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/LeeN02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/LeeN02M_annotations.txt,PM2S_workspace\S_463.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/LeeN02M.mid
S_464,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/MorozovS01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/MorozovS01_annotations.txt,PM2S_workspace\S_464.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/MorozovS01.mid
S_465,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/RichardsonC02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/RichardsonC02M_annotations.txt,PM2S_workspace\S_465.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/RichardsonC02M.mid
S_466,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/SEBAST01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/SEBAST01_annotations.txt,PM2S_workspace\S_466.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/SEBAST01.mid
S_467,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Seo01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Seo01_annotations.txt,PM2S_workspace\S_467.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Seo01.mid
S_468,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Shi02.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Shi02_annotations.txt,PM2S_workspace\S_468.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Shi02.mid
S_469,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Shychko02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Shychko02M_annotations.txt,PM2S_workspace\S_469.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Shychko02M.mid
S_470,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Sladek02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Sladek02M_annotations.txt,PM2S_workspace\S_470.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Sladek02M.mid
S_471,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Song03M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Song03M_annotations.txt,PM2S_workspace\S_471.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Song03M.mid
S_472,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/SunY02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/SunY02M_annotations.txt,PM2S_workspace\S_472.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/SunY02M.mid
S_473,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Sychev01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Sychev01_annotations.txt,PM2S_workspace\S_473.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Sychev01.mid
S_474,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff01_annotations.txt,PM2S_workspace\S_474.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff01.mid
S_475,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff05M_annotations.txt,PM2S_workspace\S_475.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Tetzloff05M.mid
S_476,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/ToA02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/ToA02M_annotations.txt,PM2S_workspace\S_476.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/ToA02M.mid
S_477,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/TongB03M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/TongB03M_annotations.txt,PM2S_workspace\S_477.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/TongB03M.mid
S_478,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/WangA02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/WangA02M_annotations.txt,PM2S_workspace\S_478.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/WangA02M.mid
S_479,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M_annotations.txt,PM2S_workspace\S_479.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/YeZ02M.mid
S_480,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M_annotations.txt,PM2S_workspace\S_480.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/ZhangW01M.mid
S_481,100,ASAP,valid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Zuber01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-1_no_repeat/Zuber01_annotations.txt,PM2S_workspace\S_481.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-1_no_repeat/Zuber01.mid
S_482,101,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/21-2/KimSY03.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-2/KimSY03_annotations.txt,PM2S_workspace\S_482.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-2/KimSY03.mid
S_483,101,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/21-2/Sekino05.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-2/Sekino05_annotations.txt,PM2S_workspace\S_483.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-2/Sekino05.mid
S_484,101,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/21-2/YOO05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-2/YOO05M_annotations.txt,PM2S_workspace\S_484.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-2/YOO05M.mid
S_485,102,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/21-3/KimSY04M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-3/KimSY04M_annotations.txt,PM2S_workspace\S_485.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-3/KimSY04M.mid
S_486,102,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/21-3/Sekino05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-3/Sekino05M_annotations.txt,PM2S_workspace\S_486.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-3/Sekino05M.mid
S_487,102,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/21-3/YOO05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/21-3/YOO05M_annotations.txt,PM2S_workspace\S_487.pkl,{ASAP}/Beethoven/Piano_Sonatas/21-3/YOO05M.mid
S_488,103,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/22-1/IVLEVA01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/22-1/IVLEVA01_annotations.txt,PM2S_workspace\S_488.pkl,{ASAP}/Beethoven/Piano_Sonatas/22-1/IVLEVA01.mid
S_489,103,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/22-1/KOLESO04M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/22-1/KOLESO04M_annotations.txt,PM2S_workspace\S_489.pkl,{ASAP}/Beethoven/Piano_Sonatas/22-1/KOLESO04M.mid
S_490,103,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/22-1/WongDoe01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/22-1/WongDoe01_annotations.txt,PM2S_workspace\S_490.pkl,{ASAP}/Beethoven/Piano_Sonatas/22-1/WongDoe01.mid
S_491,104,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/22-2/KOLESO04M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/22-2/KOLESO04M_annotations.txt,PM2S_workspace\S_491.pkl,{ASAP}/Beethoven/Piano_Sonatas/22-2/KOLESO04M.mid
S_492,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Cai01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Cai01_annotations.txt,PM2S_workspace\S_492.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Cai01.mid
S_493,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Duepree01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Duepree01_annotations.txt,PM2S_workspace\S_493.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Duepree01.mid
S_494,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Duepree05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Duepree05M_annotations.txt,PM2S_workspace\S_494.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Duepree05M.mid
S_495,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Gintov01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Gintov01_annotations.txt,PM2S_workspace\S_495.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Gintov01.mid
S_496,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Guo03M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Guo03M_annotations.txt,PM2S_workspace\S_496.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Guo03M.mid
S_497,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Huangci02.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Huangci02_annotations.txt,PM2S_workspace\S_497.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Huangci02.mid
S_498,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/JIA02.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/JIA02_annotations.txt,PM2S_workspace\S_498.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/JIA02.mid
S_499,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/KARYAG01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/KARYAG01_annotations.txt,PM2S_workspace\S_499.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/KARYAG01.mid
S_500,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Ladid01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Ladid01_annotations.txt,PM2S_workspace\S_500.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Ladid01.mid
S_501,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/LiuC02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/LiuC02M_annotations.txt,PM2S_workspace\S_501.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/LiuC02M.mid
S_502,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Mizumoto06M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Mizumoto06M_annotations.txt,PM2S_workspace\S_502.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Mizumoto06M.mid
S_503,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Na01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Na01_annotations.txt,PM2S_workspace\S_503.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Na01.mid
S_504,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Teo02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Teo02M_annotations.txt,PM2S_workspace\S_504.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Teo02M.mid
S_505,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Tran01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Tran01_annotations.txt,PM2S_workspace\S_505.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Tran01.mid
S_506,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Yeletskiy01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Yeletskiy01_annotations.txt,PM2S_workspace\S_506.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Yeletskiy01.mid
S_507,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Yi02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Yi02M_annotations.txt,PM2S_workspace\S_507.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Yi02M.mid
S_508,105,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Yu01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/23-1/Yu01_annotations.txt,PM2S_workspace\S_508.pkl,{ASAP}/Beethoven/Piano_Sonatas/23-1/Yu01.mid
S_509,108,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/24-1_no_2_repeat/DeTurck06M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/24-1_no_2_repeat/DeTurck06M_annotations.txt,PM2S_workspace\S_509.pkl,{ASAP}/Beethoven/Piano_Sonatas/24-1_no_2_repeat/DeTurck06M.mid
S_510,108,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/24-1/Lisiecki01.mid,../../asap-dataset/Beethoven/Piano_Sonatas/24-1/Lisiecki01_annotations.txt,PM2S_workspace\S_510.pkl,{ASAP}/Beethoven/Piano_Sonatas/24-1/Lisiecki01.mid
S_511,108,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/24-1/Lisiecki05M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/24-1/Lisiecki05M_annotations.txt,PM2S_workspace\S_511.pkl,{ASAP}/Beethoven/Piano_Sonatas/24-1/Lisiecki05M.mid
S_512,108,ASAP,train,../../asap-dataset/Beethoven/Piano_Sonatas/24-1_no_repeat/Lou02M.mid,../../asap-dataset/Beethoven/Piano_Sonatas/24-1_no_repeat/Lou02M_annotations.txt,PM2S_workspace\S_512.pkl,{ASAP}/Beethoven/Piano_Sonatas/24-1_no_repeat/Lou02M.mid
